"Kind"	"Name"	"DataAsset"	"ChosenTextureName"	"ChosenTextureAsset"	"PNG"	"SourcePNG"	"Size"	"Format"
"Building"	"Logger"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_Logger.uasset"	"Logger"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_Logger.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Logger.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_Logger.png"	"512x512"	"PF_DXT5"
"Building"	"Logic Clock"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_LogicClock.uasset"	"Logic Clock"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_LogicClock.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Logic Clock.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_LogicClock.png"	"512x512"	"PF_DXT5"
"Building"	"Logic Wire"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_LogicWire.uasset"	"Logic Wire"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_LogicWire.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Logic Wire.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_LogicWire.png"	"512x512"	"PF_DXT5"
"Building"	"Logic Wire Ribbon"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_LogicWireRibbon.uasset"	"Logic Wire Ribbon"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_LogicWireRibbon.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Logic Wire Ribbon.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_LogicWireRibbon.png"	"512x512"	"PF_DXT5"
"Building"	"Long Ladder"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_LongLadder.uasset"	"Long Ladder"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_LongLadder.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Long Ladder.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_LongLadder.png"	"512x512"	"PF_DXT5"
"Building"	"Loom"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_Loom.uasset"	"Loom"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_Loom.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Loom.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_Loom.png"	"512x512"	"PF_DXT5"
"Building"	"Map Teleporter Shrine Distant"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MapTeleporter_Shrine_Distant.uasset"	"Map Teleporter Shrine Distant"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MapTeleporter_Shrine_Distant.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Map Teleporter Shrine Distant.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_MapTeleporter_Shrine_Distant.png"	"512x512"	"PF_DXT5"
"Building"	"Map Teleporter Shrine Mountains"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MapTeleporter_Shrine_Mountains.uasset"	"Map Teleporter Shrine Mountains"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MapTeleporter_Shrine_Mountains.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Map Teleporter Shrine Mountains.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_MapTeleporter_Shrine_Mountains.png"	"512x512"	"PF_DXT5"
"Building"	"Map Teleporter Shrine Nearby Distant"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MapTeleporter_Shrine_NearbyDistant.uasset"	"Map Teleporter Shrine Nearby Distant"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MapTeleporter_Shrine_NearbyDistant.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Map Teleporter Shrine Nearby Distant.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_MapTeleporter_Shrine_NearbyDistant.png"	"512x512"	"PF_DXT5"
"Building"	"Map Teleporter Shrine Woodlands"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MapTeleporter_Shrine_Woodlands.uasset"	"Map Teleporter Shrine Woodlands"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MapTeleporter_Shrine_Woodlands.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Map Teleporter Shrine Woodlands.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_MapTeleporter_Shrine_Woodlands.png"	"512x512"	"PF_DXT5"
"Building"	"Map Teleporteronstructable 2x2"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MapTeleporteronstructable_2x2.uasset"	"Map Teleporteronstructable 2x2"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MapTeleporteronstructable_2x2.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Map Teleporteronstructable 2x2.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_MapTeleporteronstructable_2x2.png"	"512x512"	"PF_DXT5"
"Building"	"Map Teleporteronstructable 2x3"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MapTeleporteronstructable_2x3.uasset"	"Map Teleporteronstructable 2x3"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MapTeleporteronstructable_2x3.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Map Teleporteronstructable 2x3.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_MapTeleporteronstructable_2x3.png"	"512x512"	"PF_DXT5"
"Building"	"Map Teleporteronstructable 3x3"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MapTeleporteronstructable_3x3.uasset"	"Map Teleporteronstructable 3x3"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MapTeleporteronstructable_3x3.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Map Teleporteronstructable 3x3.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_MapTeleporteronstructable_3x3.png"	"1024x1024"	"PF_DXT5"
"Building"	"Metal Minion Assembler"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MetalMinionAssembler.uasset"	"Metal Minion Assembler"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MetalMinionAssembler.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Metal Minion Assembler.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_MetalMinionAssembler.png"	"512x512"	"PF_DXT5"
"Building"	"Minion Itemizer"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MinionItemizer.uasset"	"Minion Itemizer"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MinionItemizer.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Minion Itemizer.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_MinionItemizer.png"	"512x512"	"PF_DXT5"
"Building"	"Minion Pen"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MinionPen.uasset"	"Minion Pen"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MinionPen.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Minion Pen.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_MinionPen.png"	"512x512"	"PF_DXT5"
"Building"	"Minion Pen Deluxe"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MinionPenDeluxe.uasset"	"Minion Pen Deluxe"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MinionPenDeluxe.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Minion Pen Deluxe.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_MinionPenDeluxe.png"	"512x512"	"PF_DXT5"
"Building"	"Minion Spawner"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MinionSpawner.uasset"	"Minion Spawner"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MinionSpawner.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Minion Spawner.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_MinionSpawner.png"	"512x512"	"PF_DXT5"
"Building"	"Motion Sensor"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MotionSensor.uasset"	"Motion Sensor"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MotionSensor.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Motion Sensor.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_MotionSensor.png"	"512x512"	"PF_DXT5"
"Building"	"Motion Sensor Enemy"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MotionSensor_Enemy.uasset"	"Motion Sensor Enemy"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MotionSensor_Enemy.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Motion Sensor Enemy.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_MotionSensor_Enemy.png"	"512x512"	"PF_DXT5"
"Building"	"Music Plate"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MusicPlate.uasset"	"Music Plate"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MusicPlate.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Music Plate.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_MusicPlate.png"	"512x512"	"PF_DXT5"
"Building"	"Music Sign Post"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MusicSignPost.uasset"	"Music Sign Post"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MusicSignPost.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Music Sign Post.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_MusicSignPost.png"	"512x512"	"PF_DXT5"
"Building"	"Music Start Force Speed Path Addon"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MusicStartForceSpeedPathAddon.uasset"	"Music Start Force Speed Path Addon"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MusicStartForceSpeedPathAddon.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Music Start Force Speed Path Addon.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_MusicStartForceSpeedPathAddon.png"	"512x512"	"PF_DXT5"
"Building"	"Music Workstation"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MusicWorkstation.uasset"	"Music Workstation"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_MusicWorkstation.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Music Workstation.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_MusicWorkstation.png"	"512x512"	"PF_DXT5"
"Building"	"NOTGate"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_NOTGate.uasset"	"NOTGate"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_NOTGate.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\NOTGate.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_NOTGate.png"	"512x512"	"PF_DXT5"
"Building"	"Ore Miner"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_OreMiner.uasset"	"Ore Miner"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_OreMiner.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Ore Miner.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_OreMiner.png"	"512x512"	"PF_DXT5"
"Building"	"ORGate"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_ORGate.uasset"	"ORGate"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_ORGate.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\ORGate.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_ORGate.png"	"512x512"	"PF_DXT5"
"Building"	"Paint Bucket"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PaintBucket.uasset"	"Paint Bucket"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PaintBucket.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Paint Bucket.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_PaintBucket.png"	"512x512"	"PF_DXT5"
"Building"	"Path Add On Interact In Specified Direction"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathAddOn_InteractInSpecifiedDirection.uasset"	"Path Add On Interact In Specified Direction"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathAddOn_InteractInSpecifiedDirection.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Path Add On Interact In Specified Direction.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_PathAddOn_InteractInSpecifiedDirection.png"	"512x512"	"PF_DXT5"
"Building"	"Path Add On Item Throughput Meter"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathAddOn_ItemThroughputMeter.uasset"	"Path Add On Item Throughput Meter"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathAddOn_ItemThroughputMeter.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Path Add On Item Throughput Meter.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_PathAddOn_ItemThroughputMeter.png"	"512x512"	"PF_DXT5"
"Building"	"Path Add On One Way"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathAddOn_OneWay.uasset"	"Path Add On One Way"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathAddOn_OneWay.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Path Add On One Way.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_PathAddOn_OneWay.png"	"512x512"	"PF_DXT5"
"Building"	"Path Add On Pass If Carried Amount Matches"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathAddOn_PassIfCarriedAmountMatches.uasset"	"Path Add On Pass If Carried Amount Matches"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathAddOn_PassIfCarriedAmountMatches.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Path Add On Pass If Carried Amount Matches.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_PathAddOn_PassIfCarriedAmountMatches.png"	"512x512"	"PF_DXT5"
"Building"	"Path Add On Pass If Carried Item Matches"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathAddOn_PassIfCarriedItemMatches.uasset"	"Path Add On Pass If Carried Item Matches"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathAddOn_PassIfCarriedItemMatches.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Path Add On Pass If Carried Item Matches.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_PathAddOn_PassIfCarriedItemMatches.png"	"512x512"	"PF_DXT5"
"Building"	"Path Add On Pass If Minion Type Matches"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathAddOn_PassIfMinionTypeMatches.uasset"	"Path Add On Pass If Minion Type Matches"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathAddOn_PassIfMinionTypeMatches.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Path Add On Pass If Minion Type Matches.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_PathAddOn_PassIfMinionTypeMatches.png"	"512x512"	"PF_DXT5"
"Building"	"Path Add On Speed Booster"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathAddOn_SpeedBooster.uasset"	"Path Add On Speed Booster"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathAddOn_SpeedBooster.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Path Add On Speed Booster.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_PathAddOn_SpeedBooster.png"	"512x512"	"PF_DXT5"
"Building"	"Path Add On Straight Crossing"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathAddOn_StraightCrossing.uasset"	"Path Add On Straight Crossing"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathAddOn_StraightCrossing.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Path Add On Straight Crossing.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_PathAddOn_StraightCrossing.png"	"512x512"	"PF_DXT5"
"Building"	"Path Add On Three Way Split"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathAddOn_ThreeWaySplit.uasset"	"Path Add On Three Way Split"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathAddOn_ThreeWaySplit.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Path Add On Three Way Split.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_PathAddOn_ThreeWaySplit.png"	"512x512"	"PF_DXT5"
"Building"	"Path Add On Wait If Carried Item Matches"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathAddOn_WaitIfCarriedItemMatches.uasset"	"Path Add On Wait If Carried Item Matches"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathAddOn_WaitIfCarriedItemMatches.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Path Add On Wait If Carried Item Matches.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_PathAddOn_WaitIfCarriedItemMatches.png"	"512x512"	"PF_DXT5"
"Building"	"Path Add On Wait Some Time"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathAddOn_WaitSomeTime.uasset"	"Path Add On Wait Some Time"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathAddOn_WaitSomeTime.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Path Add On Wait Some Time.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_PathAddOn_WaitSomeTime.png"	"512x512"	"PF_DXT5"
"Building"	"Path Add On Wait Until Logic Signal Is True"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathAddOn_WaitUntilLogicSignalIsTrue.uasset"	"Path Add On Wait Until Logic Signal Is True"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathAddOn_WaitUntilLogicSignalIsTrue.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Path Add On Wait Until Logic Signal Is True.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_PathAddOn_WaitUntilLogicSignalIsTrue.png"	"512x512"	"PF_DXT5"
"Building"	"Path Add Onomplete Block Toggle"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathAddOnompleteBlockToggle.uasset"	"Path Add Onomplete Block Toggle"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathAddOnompleteBlockToggle.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Path Add Onomplete Block Toggle.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_PathAddOnompleteBlockToggle.png"	"512x512"	"PF_DXT5"
"Building"	"Path Dirt"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathDirt.uasset"	"Path Dirt"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathDirt.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Path Dirt.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_PathDirt.png"	"512x512"	"PF_DXT5"
"Building"	"Path Stone"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathStone.uasset"	"Path Stone"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PathStone.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Path Stone.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_PathStone.png"	"512x512"	"PF_DXT5"
"Building"	"Pipe Bridge"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PipeBridge.uasset"	"Pipe Bridge"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PipeBridge.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Pipe Bridge.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_PipeBridge.png"	"512x512"	"PF_DXT5"
"Building"	"Pixel Display"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PixelDisplay.uasset"	"Pixel Display"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PixelDisplay.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Pixel Display.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_PixelDisplay.png"	"512x512"	"PF_DXT5"
"Building"	"Plush Pedestal Base"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PlushPedestal_Base.uasset"	"Plush Pedestal Base"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PlushPedestal_Base.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Plush Pedestal Base.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_PlushPedestal_Base.png"	"512x512"	"PF_DXT5"
"Building"	"Pressure Plate"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PressurePlate.uasset"	"Pressure Plate"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_PressurePlate.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Pressure Plate.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_PressurePlate.png"	"512x512"	"PF_DXT5"
"Building"	"Printer"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_Printer.uasset"	"Printer"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_Printer.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Printer.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_Printer.png"	"512x512"	"PF_DXT5"
"Building"	"Purifier"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_Purifier.uasset"	"Purifier"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_Purifier.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Purifier.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_Purifier.png"	"512x512"	"PF_DXT5"
"Building"	"Quartz Set Arch 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_QuartzSet_Arch_01.uasset"	"Quartz Set Arch 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_QuartzSet_Arch_01.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Quartz Set Arch 01.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_QuartzSet_Arch_01.png"	"512x512"	"PF_DXT5"
"Building"	"Quartz Set Arch 02"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_QuartzSet_Arch_02.uasset"	"Quartz Set Arch 02"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_QuartzSet_Arch_02.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Quartz Set Arch 02.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_QuartzSet_Arch_02.png"	"512x512"	"PF_DXT5"
"Building"	"Quartz Set Bench 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_QuartzSet_Bench_01.uasset"	"Quartz Set Bench 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_QuartzSet_Bench_01.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Quartz Set Bench 01.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_QuartzSet_Bench_01.png"	"512x512"	"PF_DXT5"
